document_id,requirement_id,predicted_label,severity,applicability_decision,governing_document,evidence_file,evidence_pages,evidence_line_numbers,evidence_line_ids,evidence_section_heading,draft_evidence_quote,evidence_match_percent,rag_retrieval_score_percent,rag_reference_sources,model_confidence_percent,verification_status,notes
DEV-HARBOR-CROSSING,CC-11,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"14, 15, 16",General_Conditions.pdf|p1|L14; General_Conditions.pdf|p1|L15; General_Conditions.pdf|p1|L16,Contract changes must follow written process,"Contract Changes. Scope, price, or time changes require the documented written process; oral direction alone does not modify the contract.",100.0,64.7,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt,88,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-12,NO_FLAG,Info,APPLIES,Addendum_C.pdf,Addendum_C.pdf,1,"7, 8",Addendum_C.pdf|p1|L7; Addendum_C.pdf|p1|L8,Revision to Notification of contract changes,Change Notification. Alleged changes require timely written notice and the reference follow-up documentation within the stated period.,100.0,66.5,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-13_Right_to_Audit.txt,84,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-13,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,2,"2, 3",Proposal_and_General_Notices.pdf|p2|L2; Proposal_and_General_Notices.pdf|p2|L3,Right to audit and record retention,Audit Records. Prime and subcontract performance records remain reviewable and are retained for 36 months following final payment.,100.0,81.0,CC-13_Right_to_Audit.txt; CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-05_DelDOT_103.7.txt,94,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-14,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"20, 21, 22",General_Conditions.pdf|p1|L20; General_Conditions.pdf|p1|L21; General_Conditions.pdf|p1|L22,Contract subletting,Subcontracting. Required Department approval/limits apply and the prime contractor remains responsible for contract performance.,100.0,72.1,CC-14_DelDOT_108.1.txt; CC-11_DelDOT_104.2.txt; CC-15_DelDOT_105.15.txt,85,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-15,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,claim_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-HARBOR-CROSSING,CC-16,FLAG,Medium,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"23, 24, 25",General_Conditions.pdf|p1|L23; General_Conditions.pdf|p1|L24; General_Conditions.pdf|p1|L25,Extensions of contract time,Time Extensions. Any delay automatically extends contract time for the length of the delay without further demonstration or timely supporting notice.,100.0,68.7,CC-16_DelDOT_108.7.txt; CC-18_DelDOT_109.4.txt,89,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-17,NO_FLAG,Info,APPLIES,Special_Provisions.pdf,Special_Provisions.pdf,1,"5, 6, 7",Special_Provisions.pdf|p1|L5; Special_Provisions.pdf|p1|L6; Special_Provisions.pdf|p1|L7,Liquidated damages schedule / rate logic,Liquidated Damages. The governing contract/reference schedule shall be used; no single invented flat rate applies to all contract values.,100.0,61.4,CC-17_DelDOT_108.9.txt; CC-15_DelDOT_105.15.txt; CC-18_DelDOT_109.4.txt; CC-11_DelDOT_104.2.txt,86,VERBATIM_MATCH,
DEV-HARBOR-CROSSING,CC-18,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,changed_work_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-01,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,federal_aid = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-02,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"12, 13",Proposal_and_General_Notices.pdf|p1|L12; Proposal_and_General_Notices.pdf|p1|L13,Proposal guaranty / bid bond,Security accompanying the proposal must be in an acceptable form and total one-tenth (10%) of the bid amount.,100.0,80.8,CC-02_DelDOT_102.8.txt; CC-04_DelDOT_103.5.txt; CC-03_DelDOT_102.15.txt; CC-14_DelDOT_108.1.txt,94,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-03,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"14, 15, 16",Proposal_and_General_Notices.pdf|p1|L14; Proposal_and_General_Notices.pdf|p1|L15; Proposal_and_General_Notices.pdf|p1|L16,Non-collusive bidding certification,NON-COLLUSION CERTIFICATION - The required certification is to be completed and included with the proposal.,100.0,80.2,CC-03_DelDOT_102.15.txt; CC-02_DelDOT_102.8.txt; CC-11_DelDOT_104.2.txt; CC-12_DelDOT_104.3.txt,91,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-04,NO_FLAG,Info,APPLIES,Addendum_A.pdf,Addendum_A.pdf,1,"7, 8",Addendum_A.pdf|p1|L7; Addendum_A.pdf|p1|L8,Revision to Performance and payment bonds,"Performance and Payment Bonds. Required bond coverage shall equal one hundred percent (100%) of the contract price, subject to the referenced surety conditions.",100.0,60.9,CC-04_DelDOT_103.5.txt; CC-02_DelDOT_102.8.txt; CC-13_Right_to_Audit.txt; CC-15_DelDOT_105.15.txt,88,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-05,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"8, 9, 10",General_Conditions.pdf|p1|L8; General_Conditions.pdf|p1|L9; General_Conditions.pdf|p1|L10,Contract execution and proof of insurance,Contract Execution and Insurance. The successful bidder shall return required execution documents within the reference period and furnish required proof of insurance.,100.0,69.7,CC-05_DelDOT_103.7.txt; CC-13_Right_to_Audit.txt; CC-12_DelDOT_104.3.txt; CC-04_DelDOT_103.5.txt,87,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-06,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"17, 18, 19",Proposal_and_General_Notices.pdf|p1|L17; Proposal_and_General_Notices.pdf|p1|L18; Proposal_and_General_Notices.pdf|p1|L19,Contractor Registration Act notice,Registration. Required Delaware contractor registration must be in place before covered field operations commence.,100.0,79.9,CC-06_19_Del_C_3604.txt; CC-07_29_Del_C_6967.txt; CC-12_DelDOT_104.3.txt; CC-05_DelDOT_103.7.txt,93,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-07,NO_FLAG,Info,APPLIES,Addendum_A.pdf,Addendum_A.pdf,1,"11, 12",Addendum_A.pdf|p1|L11; Addendum_A.pdf|p1|L12,Revision to Delaware business / subcontractor licenses,Licenses. Required Delaware contractor/business and subcontractor license evidence shall be furnished within the reference timing stated in the applicable contract documents.,100.0,77.8,CC-07_29_Del_C_6967.txt; CC-06_19_Del_C_3604.txt; CC-14_DelDOT_108.1.txt; CC-05_DelDOT_103.7.txt,91,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-08,FLAG,High,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"23, 24, 25",Proposal_and_General_Notices.pdf|p1|L23; Proposal_and_General_Notices.pdf|p1|L24; Proposal_and_General_Notices.pdf|p1|L25,Addenda and Q&A; currency,Addenda Acknowledgment. Only the Addenda expressly listed in the original proposal need be acknowledged; later issued Addenda may be disregarded.,100.0,64.9,CC-08_Addenda_Check.txt; CC-11_DelDOT_104.2.txt; CC-10_DelDOT_105.6.txt; CC-12_DelDOT_104.3.txt,88,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-09,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,buy_america_baba_applicable = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-10,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"11, 12, 13",General_Conditions.pdf|p1|L11; General_Conditions.pdf|p1|L12; General_Conditions.pdf|p1|L13,Coordination / order of precedence,"Document Coordination. Read all contract documents together; when a conflict exists, apply the same priority sequence listed in the applicable contract documents.",100.0,73.8,CC-10_DelDOT_105.6.txt; CC-11_DelDOT_104.2.txt; CC-12_DelDOT_104.3.txt; CC-15_DelDOT_105.15.txt,89,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-11,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"14, 15, 16",General_Conditions.pdf|p1|L14; General_Conditions.pdf|p1|L15; General_Conditions.pdf|p1|L16,Contract changes must follow written process,"Contract Changes. Scope, price, or time changes require the documented written process; oral direction alone does not modify the contract.",100.0,64.7,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt,89,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-12,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"17, 18, 19",General_Conditions.pdf|p1|L17; General_Conditions.pdf|p1|L18; General_Conditions.pdf|p1|L19,Notification of contract changes,Change Notification. Alleged changes require timely written notice and the reference follow-up documentation within the stated period.,100.0,66.5,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-13_Right_to_Audit.txt,82,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-13,FLAG,Medium,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"26, 27, 28",Proposal_and_General_Notices.pdf|p1|L26; Proposal_and_General_Notices.pdf|p1|L27; Proposal_and_General_Notices.pdf|p1|L28,Right to audit and record retention,Right to Audit. Only prime-contractor records are subject to audit and records need be retained for one (1) year after final payment.,100.0,81.0,CC-13_Right_to_Audit.txt; CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-05_DelDOT_103.7.txt,94,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-14,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,subcontracting_planned = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-15,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,claim_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-16,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,delay_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-MAPLE-RIDGE,CC-17,NO_FLAG,Info,APPLIES,Special_Provisions.pdf,Special_Provisions.pdf,1,"5, 6, 7",Special_Provisions.pdf|p1|L5; Special_Provisions.pdf|p1|L6; Special_Provisions.pdf|p1|L7,Liquidated damages schedule / rate logic,Liquidated Damages. The governing contract/reference schedule shall be used; no single invented flat rate applies to all contract values.,100.0,61.4,CC-17_DelDOT_108.9.txt; CC-15_DelDOT_105.15.txt; CC-18_DelDOT_109.4.txt; CC-11_DelDOT_104.2.txt,86,VERBATIM_MATCH,
DEV-MAPLE-RIDGE,CC-18,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,changed_work_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-NORTHFIELD,CC-01,NO_FLAG,Info,APPLIES,FHWA_1273_Contract_Provisions_Attachment.pdf,FHWA_1273_Contract_Provisions_Attachment.pdf; Proposal_and_General_Notices.pdf,1,"6, 7, 11, 12, 12",FHWA_1273_Contract_Provisions_Attachment.pdf|p1|L6; FHWA_1273_Contract_Provisions_Attachment.pdf|p1|L7; FHWA_1273_Contract_Provisions_Attachment.pdf|p1|L11; FHWA_1273_Contract_Provisions_Attachment.pdf|p1|L12; Proposal_and_General_Notices.pdf|p1|L12,Attachment status,"The FHWA-1273 required contract provisions attachment is represented as physically included in this sample package. [...] For purposes of this sample package, the presence of this attachment represents physical inclusion of the referenced federal provision. [...] FHWA-1273 is physically included in this package as an attachment.",100.0,57.2,CC-01_FHWA-1273.txt; CC-09_Buy_America_BABA.txt; CC-15_DelDOT_105.15.txt; CC-08_Addenda_Check.txt,79,VERBATIM_MATCH,multi-part quote; every fragment verified verbatim at the cited lines
DEV-NORTHFIELD,CC-02,FLAG,High,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"13, 14",Proposal_and_General_Notices.pdf|p1|L13; Proposal_and_General_Notices.pdf|p1|L14,Proposal guaranty / bid bond,Proposal Guaranty. Bid security equal to five percent (5%) of the total bid price is sufficient.,100.0,80.8,CC-02_DelDOT_102.8.txt; CC-04_DelDOT_103.5.txt; CC-03_DelDOT_102.15.txt; CC-14_DelDOT_108.1.txt,94,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-03,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"15, 16, 17",Proposal_and_General_Notices.pdf|p1|L15; Proposal_and_General_Notices.pdf|p1|L16; Proposal_and_General_Notices.pdf|p1|L17,Non-collusive bidding certification,NON-COLLUSION CERTIFICATION - The required certification is to be completed and included with the proposal.,100.0,80.2,CC-03_DelDOT_102.15.txt; CC-02_DelDOT_102.8.txt; CC-11_DelDOT_104.2.txt; CC-12_DelDOT_104.3.txt,91,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-04,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"6, 7",General_Conditions.pdf|p1|L6; General_Conditions.pdf|p1|L7,Performance and payment bonds,"Required bond coverage shall equal one hundred percent (100%) of the contract price, subject to the referenced surety conditions.",100.0,60.9,CC-04_DelDOT_103.5.txt; CC-02_DelDOT_102.8.txt; CC-13_Right_to_Audit.txt; CC-15_DelDOT_105.15.txt,88,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-05,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"8, 9, 10",General_Conditions.pdf|p1|L8; General_Conditions.pdf|p1|L9; General_Conditions.pdf|p1|L10,Contract execution and proof of insurance,Contract Execution and Insurance. The successful bidder shall return required execution documents within the reference period and furnish required proof of insurance.,100.0,69.7,CC-05_DelDOT_103.7.txt; CC-13_Right_to_Audit.txt; CC-12_DelDOT_104.3.txt; CC-04_DelDOT_103.5.txt,87,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-06,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"18, 19, 20",Proposal_and_General_Notices.pdf|p1|L18; Proposal_and_General_Notices.pdf|p1|L19; Proposal_and_General_Notices.pdf|p1|L20,Contractor Registration Act notice,Contractor Registration. A contractor or subcontractor performing covered work shall satisfy the required Delaware registration condition before beginning covered field work.,100.0,79.9,CC-06_19_Del_C_3604.txt; CC-07_29_Del_C_6967.txt; CC-12_DelDOT_104.3.txt; CC-05_DelDOT_103.7.txt,93,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-07,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"21, 22, 23",Proposal_and_General_Notices.pdf|p1|L21; Proposal_and_General_Notices.pdf|p1|L22; Proposal_and_General_Notices.pdf|p1|L23,Delaware business / subcontractor licenses,"License Documentation. Contractor and subcontractor licensing evidence remains due within the same reference deadlines, although this paragraph is reorganized.",100.0,77.8,CC-07_29_Del_C_6967.txt; CC-06_19_Del_C_3604.txt; CC-14_DelDOT_108.1.txt; CC-05_DelDOT_103.7.txt,87,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-08,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,issued_addenda = [],0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-NORTHFIELD,CC-09,FLAG,Critical,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"7, 24, 25",Proposal_and_General_Notices.pdf|p1|L7; Proposal_and_General_Notices.pdf|p1|L24; Proposal_and_General_Notices.pdf|p1|L25,Buy America/BABA applicable Yes,Buy America / BABA. Domestic-content requirements do not apply to this project.,100.0,72.3,CC-09_Buy_America_BABA.txt; CC-11_DelDOT_104.2.txt; CC-08_Addenda_Check.txt; CC-15_DelDOT_105.15.txt,91,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-10,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"11, 12, 13",General_Conditions.pdf|p1|L11; General_Conditions.pdf|p1|L12; General_Conditions.pdf|p1|L13,Coordination / order of precedence,Coordination. Contract documents are complementary. Conflicts shall be resolved using the order of precedence supplied in the applicable contract documents.,100.0,73.8,CC-10_DelDOT_105.6.txt; CC-11_DelDOT_104.2.txt; CC-12_DelDOT_104.3.txt; CC-15_DelDOT_105.15.txt,89,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-11,NO_FLAG,Info,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"14, 15, 16",General_Conditions.pdf|p1|L14; General_Conditions.pdf|p1|L15; General_Conditions.pdf|p1|L16,Contract changes must follow written process,"Contract Changes. Scope, price, or time changes require the documented written process; oral direction alone does not modify the contract.",100.0,64.7,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt,88,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-12,FLAG,High,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"17, 18, 19",General_Conditions.pdf|p1|L17; General_Conditions.pdf|p1|L18; General_Conditions.pdf|p1|L19,Notification of contract changes,Change Notification. Written follow-up documentation may be submitted within thirty (30) calendar days after the alleged change.,100.0,66.5,CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-13_Right_to_Audit.txt,88,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-13,NO_FLAG,Info,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"26, 27, 28",Proposal_and_General_Notices.pdf|p1|L26; Proposal_and_General_Notices.pdf|p1|L27; Proposal_and_General_Notices.pdf|p1|L28,Right to audit and record retention,Right to Audit. Relevant prime and subcontract records shall remain available for audit and be retained for three (3) years after final payment.,100.0,81.0,CC-13_Right_to_Audit.txt; CC-12_DelDOT_104.3.txt; CC-11_DelDOT_104.2.txt; CC-05_DelDOT_103.7.txt,94,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-14,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,subcontracting_planned = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-NORTHFIELD,CC-15,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,claim_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-NORTHFIELD,CC-16,FLAG,Medium,APPLIES,General_Conditions.pdf,General_Conditions.pdf,1,"20, 21, 22",General_Conditions.pdf|p1|L20; General_Conditions.pdf|p1|L21; General_Conditions.pdf|p1|L22,Extensions of contract time,Time Extensions. Any delay automatically extends contract time for the length of the delay without further demonstration or timely supporting notice.,100.0,68.7,CC-16_DelDOT_108.7.txt; CC-18_DelDOT_109.4.txt,89,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-17,FLAG,Medium,APPLIES,Special_Provisions.pdf,Special_Provisions.pdf,1,"6, 7",Special_Provisions.pdf|p1|L6; Special_Provisions.pdf|p1|L7,Liquidated damages schedule / rate logic,"A fixed rate of $10,000 per calendar day applies to every contract regardless of contract value or governing schedule.",100.0,61.4,CC-17_DelDOT_108.9.txt; CC-15_DelDOT_105.15.txt; CC-18_DelDOT_109.4.txt; CC-11_DelDOT_104.2.txt,86,VERBATIM_MATCH,
DEV-NORTHFIELD,CC-18,NO_FLAG,Info,DOES_NOT_APPLY,General_Conditions.pdf,,,,,,changed_work_event = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-PINE-GROVE,CC-01,NO_FLAG,Info,DOES_NOT_APPLY,Proposal_and_General_Notices.pdf,,,,,,federal_aid = No,0.0,0.0,,95,NOT_APPLICABLE_NO_EVIDENCE_NEEDED,applicability excluded by project metadata
DEV-PINE-GROVE,CC-02,FLAG,High,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"11, 12",Proposal_and_General_Notices.pdf|p1|L11; Proposal_and_General_Notices.pdf|p1|L12,Proposal guaranty / bid bond,Proposal Guaranty. Bid security equal to five percent (5%) of the total bid price is sufficient.,100.0,80.8,CC-02_DelDOT_102.8.txt; CC-04_DelDOT_103.5.txt; CC-03_DelDOT_102.15.txt; CC-14_DelDOT_108.1.txt,94,VERBATIM_MATCH,
DEV-PINE-GROVE,CC-03,FLAG,High,APPLIES,Proposal_and_General_Notices.pdf,Proposal_and_General_Notices.pdf,1,"13, 14",Proposal_and_General_Notices.pdf|p1|L13; Proposal_and_General_Notices.pdf|p1|L14,Non-collusive bidding certification,Non-Collusive Bidding Certification. Submission of the certification is encouraged but optional.,100.0,80.2,CC-03_DelDOT_102.15.txt; CC-02_DelDOT_102.8.txt; CC-11_DelDOT_104.2.txt; CC-12_DelDOT_104.3.txt,93,VERBATIM_MATCH,
